TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP
AAPL,Apple Inc.,241.53,116.28764925373133,6.31,13.95,0.4814625481461157,55.114914,38.66714520404074,10.22,3717423169536,93833871360,53774999552,-3620630863872,3.58,96798998528,1.4720258410531446,1.4687957094100437,241.0,164.08,0.0083,6.246388212149677,15022100480,USD,United States,3674405863424,buy,27.065,1.0659708546671918,115.11534096943004,0.47660887247724937,Technology,Consumer Electronics,60.46,0.02286
AAPD,Direxion Daily AAPL Bear 1X Sha,15.79,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0741496598639455,1.0578231292517009,15.55,14.7,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
AARD,"Aardvark Therapeutics, Inc.",14.31,undefined,-0.65,N/A,undefined,N/A,undefined,N/A,329676224,N/A,82360000,-202052512,3.851,868000,1.2389610389610388,1.1173160173160173,12.905,11.55,N/A,undefined,21384400,USD,United States,284412512,none,N/A,undefined,undefined,undefined,Healthcare,Biotechnology,N/A,0.24027
AAPU,Direxion Daily AAPL Bull 2X Sha,34.27,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.6733398437500002,1.66748046875,34.15,20.48,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
AAVM,Alpha Architect Global Factor E,26.0499,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1445474516695957,1.1449692442882249,26.0595,22.76,N/A,undefined,N/A,None,N/A,N/A,none,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ABAT,American Battery Technology Com,1.3,undefined,-1.0,N/A,undefined,1.6487455,-5.8720975137688685,-1.71,111728688,-18877006,15623762,-102045246,0.185,10524393,1.7808219178082192,1.7397260273972603,1.27,0.73,0.072,-0.22138596931535381,85267400,USD,United States,117669008,none,-2.781,-0.44142857142857145,undefined,undefined,Basic Materials,Other Industrial Metals & Mining,45.74,0.051459998
ABCL,AbCellera Biologics Inc.,3.14,-5.052529850746268,-0.61,1.59,-1.6090859397281108,0.89515465,-8.78466024702584,2.11,394107744,-105576000,643139008,-322707840,2.177,71399000,1.3447537473233406,1.3361884368308352,3.12,2.335,0.081,-0.35744125688447514,295366016,USD,Canada,965846848,strong_buy,-1.773,-0.10332167832167831,-2.960627246388649,-0.9428749192320538,Healthcare,Biotechnology,54.80,0.23072
AAXJ,iShares MSCI All Country Asia e,74.75,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1447166921898928,1.1486983154670751,75.01,65.3,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ABEO,Abeona Therapeutics Inc.,5.93,-92.10160447761194,-2.05,46.23,-15.531467871435405,5.7061615,-9.898745283238503,N/A,175103600,-26115376,109701000,-152731864,2.524,23109000,1.9442622950819672,1.937704918032787,5.91,3.05,0.060100004,-0.5990658240333995,43593500,USD,United States,262432864,none,-2.978,-0.17354312354312354,-26.914596868867726,-4.538717853097425,Healthcare,Biotechnology,60.89,0.05183
ABCS,Alpha Blue Capital US Small-Mid,29.2819,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.158303006329114,1.1615071202531646,29.3629,25.28,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ABL,"Abacus Life, Inc.",7.77,undefined,-0.22,N/A,undefined,2.2206137,23.765557460077616,2.20,732782784,31597312,22428670,-718834626,0.3,182516832,1.151111111111111,1.1303703703703702,7.63,6.75,0.0189,0.32694372993574305,96644496,USD,United States,741263296,none,26.278,2.622554890219561,undefined,undefined,Financial Services,Insurance - Life,48.61,0.64216006
ABLLW,N/A,1.07,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.0490196078431373,1.0,1.02,1.02,N/A,undefined,N/A,USD,N/A,N/A,none,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ABLLL,"Abacus Life, Inc. - 9.875% Fixe",26.6,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.073446327683616,1.0772800645682001,26.695,24.78,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ABLV,Able View Global Inc.,1.0,undefined,-0.06,N/A,undefined,9.245283,0.9817187704933391,4.99,50802956,17078720,9054254,-31750986,0.217,19051988,1.8148820326678765,1.6696914700544463,0.92,0.551,0.0037,1.0186216562788895,16766500,USD,China,40805240,none,-20.219,-1.2511757425742576,undefined,undefined,Communication Services,Advertising Agencies,46.83,0.39400002
ABLVW,Able View Global Inc. Warrant,0.0202,undefined,N/A,N/A,undefined,0.1811321,undefined,N/A,N/A,17078720,9054254,N/A,0.217,19051988,1.0520833333333335,1.0,0.0192,0.0192,N/A,undefined,N/A,USD,China,N/A,none,N/A,undefined,undefined,undefined,Communication Services,Advertising Agencies,N/A,N/A
ABNB,"Airbnb, Inc.",141.04,74.10158208955224,4.12,13.41,0.5253940874188332,11.955266,19.40885173652328,6.04,91979636736,3145625088,10611000320,-91170774016,17.078,2294000128,1.277767711541946,1.4217249501721327,156.93,110.38,0.0358,7.266787438774292,432876992,USD,United States,101781774336,hold,35.596,2.7318495778971603,130.69913735962626,0.9266813482673445,Consumer Cyclical,Travel Services,81.47,0.00937
ABOS,"Acumen Pharmaceuticals, Inc.",1.46,11.396328358208955,-1.38,-18.56,7.805704354937641,0.4011065,-2.1039799905744085,N/A,-83239320,-41690752,200343008,113227296,3.335,29988000,1.138845553822153,1.1154446177847113,1.43,1.282,0.041100003,-0.6939229491443047,60079800,USD,United States,87115712,none,0.897,0.052272727272727276,5.730560712858862,3.9250415841499056,Healthcare,Biotechnology,40.32,0.11236
ABP,"Abpro Holdings, Inc",1.04,undefined,-0.32,N/A,undefined,N/A,-13.311505305815622,-9.30,93198112,-4059979,1000,-54043432,0.0,7273000,1.1542730299667037,1.1099889012208657,1.0001,0.901,N/A,-0.07812790335181985,51965800,USD,United States,54044432,none,-8.607,-0.5015734265734265,undefined,undefined,Healthcare,Biotechnology,38.86,0.56918
ABPWW,N/A,0.0651,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,-4059979,1000,N/A,0.0,7273000,1.302,1.0,0.05,0.05,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Healthcare,Biotechnology,N/A,N/A
ABSI,Absci Corporation,5.0,-21.452462686567166,-0.93,19.60,-4.290492537313433,3.3011913,-15.83909413223178,8.26,553381504,-36257124,127068000,-541393952,1.106,11989000,2.0408163265306123,2.0530612244897957,5.03,2.45,0.24299999,-0.3156746186529219,114856000,USD,United States,668461952,none,-6.168,-0.35944055944055947,-7.281718255643146,-1.4563436511286292,Healthcare,Biotechnology,76.21,0.20257
ABTS,Abits Group Inc,0.427,undefined,-0.26,N/A,undefined,1.3249211,-4.175443119021052,-3.11,14541431,-3635987,396583,-14536391,0.011,0,1.1356382978723405,1.1170212765957446,0.42,0.376,0.0107,-0.10226459511682,35554700,USD,Hong Kong,14932974,none,10.642,0.7410863509749304,undefined,undefined,Financial Services,Capital Markets,41.26,0.22875
ABUS,Arbutus Biopharma Corporation,3.3,-3.8228283582089553,-0.43,2.33,-1.1584328358208955,5.833333,-15.707060832283554,-2.93,502394656,-39811624,127794000,-495634672,0.674,6761000,1.434782608695652,1.4065217391304348,3.235,2.3,0.045,-0.21009659510691744,189492000,USD,United States,623428672,none,-6.513,-0.3795454545454545,-1.8678214459020206,-0.5660064987581881,Healthcare,Biotechnology,46.68,0.22226
ABVC,"ABVC Biopharma, Inc.",0.419,undefined,-0.81,N/A,undefined,0.6540114,-4.787289218184949,-7.60,7747555,-2073649,208153,-10607473,0.017,2745256,1.0474999999999999,1.025,0.41,0.4,0.0106,-0.08752343568639864,23692500,USD,United States,10815626,none,-1.238,-0.07214452214452215,undefined,undefined,Healthcare,Biotechnology,41.18,0.2195
ABVE,Above Food Ingredients Inc.,0.559,undefined,-1.44,N/A,undefined,N/A,1.0201169508712984,-0.73,132813416,15617327,952280,-15267071,0.033,117527728,1.6441176470588235,1.4738235294117645,0.5011,0.34,0.009,0.5479763859649123,28500000,CAD,Canada,16219351,none,-3.612,-0.24824742268041236,undefined,undefined,Consumer Defensive,Packaged Foods,55.99,0.19123
ABVEW,Above Food Ingredients Inc. War,0.0314,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,15617327,952280,N/A,0.033,117527728,1.0,1.0,0.0314,0.0314,N/A,undefined,N/A,CAD,Canada,N/A,none,N/A,undefined,undefined,undefined,Consumer Defensive,Packaged Foods,N/A,N/A
ABVX,Abivax SA,7.17,-68.00397014925373,-3.56,14.77,-9.484514665167884,3.681592,-5.087825189597158,N/A,356663264,-89297752,222316992,-246588448,3.533,113362000,1.3048225659690627,1.3066424021838035,7.18,5.495,0.0229,-1.4092465312409257,63365600,EUR,France,468905440,buy,-2.1,-0.12237762237762238,-26.919763776249233,-3.7544998293234637,Healthcare,Biotechnology,67.65,0.0
ACAD,ACADIA Pharmaceuticals Inc.,19.77,undefined,0.78,N/A,undefined,5.7752166,14.836268442224435,3.60,2818533376,221724880,565329984,-2769165760,3.398,49370000,1.397173144876325,1.3943462897526502,19.73,14.15,0.1317,1.3325453146785904,166392000,USD,United States,3334495744,buy,22.631,1.3188228438228438,undefined,undefined,Healthcare,Biotechnology,63.91,0.0056800004
ACCD,"Accolade, Inc.",6.9,-58.61982089552239,-2.28,22.82,-8.495626216742375,1.7898833,26.020463312441567,-1.55,575353024,21659250,225479008,-338104736,2.764,237892000,2.24025974025974,2.2337662337662336,6.88,3.08,0.0356,0.26517590855889167,81678800,USD,United States,563583744,hold,-12.081,-0.45865603644646924,6.81779134453055,0.9880857021058767,Healthcare,Health Information Services,82.13,0.03173
ACB,Aurora Cannabis Inc.,6.62,undefined,0.19,N/A,undefined,0.6044062,-4.500333611512206,-8.15,378063360,-80734624,108711000,-237607656,1.981,100981000,2.330985915492958,2.1725352112676055,6.17,2.84,N/A,-1.4710020570620634,54884100,CAD,Canada,346318656,buy,6.123,0.3162706611570248,undefined,undefined,Healthcare,Drug Manufacturers - Specialty & Generic,68.53,0.0
ACDC,ProFrac Holding Corp.,7.75,undefined,-1.46,N/A,undefined,1.1532868,7.724532442531449,0.94,2678462464,160675008,25500000,-1244465696,0.159,1306099968,1.501937984496124,1.5067829457364341,7.775,5.16,0.2235,1.003296970743281,160147008,USD,United States,1269965696,none,5.197,0.6361077111383109,undefined,undefined,Energy,Oil & Gas Equipment & Services,51.72,0.89785004
ACET,"Adicet Bio, Inc.",0.8995,-43.94499999999999,-1.7,22.99,-48.85491939966648,0.3864044,-1.38392434100512,N/A,-102132488,-53557624,202064992,120331440,2.452,18199000,1.1104938271604936,1.1137037037037036,0.9021,0.81,0.0427,-0.6499632771446948,82401000,USD,United States,81733552,buy,0.838,0.048834498834498835,-16.801550714190363,-18.67876677508656,Healthcare,Biotechnology,55.87,0.027590001
ACGL,Arch Capital Group Ltd.,90.16,101.87075373134329,11.19,2.59,1.1298885728853514,1.6540394,1.3924838939850093,,32789010432,24370999296,3832999936,-29365479424,10.225,2728000000,1.0737168036203406,1.0482315112540193,88.02,83.97,0.0147,64.74760705632306,376400000,USD,Bermuda,33198479360,buy,6.752,0.5881533101045295,589.4448197612575,6.537764194335154,Financial Services,Insurance - Diversified,36.85,0.03194
ACGLN,Arch Capital Group Ltd. - Depos,18.905,undefined,4.691,N/A,undefined,0.35668743,undefined,N/A,6855130112,24370999296,3832999936,N/A,10.225,2728000000,1.0896253602305475,1.085302593659942,18.83,17.35,N/A,undefined,N/A,USD,Bermuda,N/A,none,1.412,0.1229965156794425,undefined,undefined,Financial Services,Insurance - Diversified,N/A,N/A
ACHC,"Acadia Healthcare Company, Inc.",41.75,29.869514925373135,3.05,3.43,0.7154374832424703,1.2428114,-8.924772842945577,1.74,5856460800,-434516992,82145000,-3731729688,0.884,2010211968,1.143835616438356,1.12,40.88,36.5,0.060599998,-4.6779902115940715,92885400,USD,United States,3813874688,strong_buy,8.496,0.5767820773930754,-45.81288473637986,-1.0973146044641882,Healthcare,Medical Care Facilities,39.94,0.031059999
ACGLO,Arch Capital Group Ltd. - Depos,21.82,undefined,4.691,N/A,undefined,0.4131348,0.36076194692611757,N/A,7983504896,24370999296,3832999936,-9012451328,10.225,2728000000,1.0500481231953802,1.0538979788257938,21.9,20.78,N/A,60.48309747166499,402939008,USD,Bermuda,12845451264,none,1.644,0.143205574912892,undefined,undefined,Financial Services,Insurance - Diversified,N/A,0.0
ACHL,Achilles Therapeutics plc,1.39,undefined,-1.66,N/A,undefined,0.5500199,-1.2776642752106158,N/A,-25713944,-44713624,86052000,27103368,2.094,3620000,2.206349206349206,2.174603174603175,1.37,0.63,0.0023,-1.0879227250608272,41100000,USD,United Kingdom,58948632,none,0.382,0.02226107226107226,undefined,undefined,Healthcare,Biotechnology,74.85,0.06513
ACIC,American Coastal Insurance Corp,12.1,1.4569253731343277,1.74,-7.48,0.12040705563093618,1.6653183,3.5131849849561023,,524771264,166026128,188275008,-407056768,4.357,159190000,1.3718820861678003,1.3531746031746033,11.935,8.82,0.032899998,3.4441681983196766,48205000,USD,United States,595331776,none,4.139,0.395697896749522,2.883848297399012,0.2383345700329762,Financial Services,Insurance - Property & Casualty,51.96,0.50145
ACHV,"Achieve Life Sciences, Inc.",3.39,-31.71020895522388,-1.12,25.99,-9.354043939594064,3.75,-7.805485852017374,N/A,84547616,-14935875,42911000,-74702464,1.248,9845000,1.193661971830986,1.170774647887324,3.325,2.84,0.1101,-0.43430992820566505,34389900,USD,Canada,117613464,strong_buy,-2.724,-0.15874125874125875,-12.29648087029457,-3.6272804927122624,Healthcare,Biotechnology,51.87,0.103140004
ACIU,AC Immune SA,2.68,-13.360567164179104,-0.44,28.49,-4.98528625529071,2.101227,5.3566763012459555,-0.71,118751496,49502248,157895008,-113209088,1.581,3083000,1.1911111111111112,1.1422222222222222,2.57,2.25,0.0199,0.5003102389025516,98943104,CHF,Switzerland,271104096,none,-3.321,-0.19353146853146855,15.19188306769098,5.668613084959321,Healthcare,Biotechnology,52.43,0.38175
ACIW,"ACI Worldwide, Inc.",52.54,56.32755223880596,2.11,24.02,1.0720889272707643,4.141494,19.418713412590737,3.62,6364776448,283791616,177860000,-5329861216,1.696,1034934016,1.752501667778519,1.7401601067378252,52.17,29.98,0.026800001,2.7056375406381985,104889000,USD,United States,5507721216,none,15.104,0.5396212933190425,72.2284075400818,1.374731776552756,Technology,Software - Infrastructure,46.57,0.01
ACLX,"Arcellx, Inc.",63.71,7.349559701492536,-0.71,-21.11,0.11535959349383984,7.2915273,91.87298523940957,7.43,3018368768,37498500,574254016,-2953038912,10.62,65332000,1.3306182121971595,1.3304093567251463,63.7,47.88,0.1548,0.6934573839521995,54074700,USD,United States,3527292928,strong_buy,-46.224,-2.6937062937062937,-7.178318934926088,-0.11267177734933428,Healthcare,Biotechnology,42.67,0.00763
ACLS,"Axcelis Technologies, Inc.",61.98,undefined,6.15,N/A,undefined,1.9512352,19.661389723704712,6.16,1448537856,102026496,571342976,-1404864000,17.653,43674000,1.100497159090909,1.0614346590909092,59.78,56.32,0.214,3.1523712652556775,32365000,USD,United States,1976206976,buy,6.392,0.20882064684743548,undefined,undefined,Technology,Semiconductor Equipment & Materials,36.58,0.01253
ACMR,"ACM Research, Inc.",23.2,18.71329850746269,1.33,8.64,0.8066076942871849,1.6746479,-13.44686963014335,2.64,1472294144,-99388128,374127008,-1115162080,5.974,176214000,1.67267483777938,1.6658111031002165,23.1048,13.87,0.0752,-1.7253086136860745,57606000,USD,United States,1489289088,none,10.541,0.34436458673636067,-24.27534970331138,-1.0463512803151458,Technology,Semiconductor Equipment & Materials,74.13,0.15207
ACNB,ACNB Corporation,41.08,undefined,3.73,N/A,undefined,1.1713438,undefined,,581899712,N/A,47262000,-392503312,5.525,273923008,1.3584656084656084,1.3528439153439153,40.91,30.24,0.0297,undefined,10589100,USD,United States,439765312,none,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,55.42,0.03861
ACON,"Aclarion, Inc.",4.73,-53215.21240298507,-804.49,72.08,-11250.573446719887,0.0537628,-1.2525407616133128,-22.65,-1221977,-3836330,1362098,-3209407,43.744,0,1.2253886010362696,1.116580310880829,4.31,3.86,0.013300001,-3.7763242083296418,1015890,USD,United States,4571505,none,0.263,0.009984813971146545,-249.795391923823,-52.81086510017399,Healthcare,Health Information Services,31.56,3.0000001e-05
ACOG,Alpha Cognition Inc.,5.75,-198.13938805970147,-3.03,71.16,-34.45902401038286,N/A,-26.1719788837241,N/A,92201640,-3519560,3666389,-92933011,0.236,2214337,1.2339055793991416,1.2553648068669527,5.85,4.66,N/A,-0.21970062048215333,16019800,USD,Canada,96599400,none,-7.952,-0.4634032634032634,-14.36678102266356,-2.498570612637141,Healthcare,Biotechnology,51.76,0.082770005
ACNT,Ascent Industries Co.,11.04,undefined,-1.87,N/A,undefined,1.185122,2.4921892851001743,3.07,137585776,44710376,8547000,-103687160,0.847,33899000,1.352941176470588,1.357843137254902,11.08,8.16,0.0061000003,4.429840087189141,10093000,USD,United States,112234160,none,-23.225,-2.527203482045702,undefined,undefined,Basic Materials,Steel,49.01,0.23635
ACRV,"Acrivon Therapeutics, Inc.",5.36,-17.315805970149256,-2.66,-0.57,-3.2305608153263536,0.856917,-4.663669453960471,N/A,-14681276,-35785248,187452992,18694240,6.02,4013000,1.5536231884057972,1.5376811594202897,5.305,3.45,0.091800004,-1.1493095839903906,31136300,USD,United States,168758752,strong_buy,0.174,0.01013986013986014,-7.481662314289684,-1.395832521322702,Healthcare,Biotechnology,45.21,0.22071
ACONW,N/A,0.0786,undefined,-6.576,N/A,undefined,0.00071803207,undefined,N/A,N/A,-3836330,1362098,N/A,43.744,0,1.307820299500832,1.0,0.0601,0.0601,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Healthcare,Health Information Services,N/A,N/A
ACT,"Enact Holdings, Inc.",33.5,38.025522388059706,4.37,2.10,1.1350902205390956,1.0325752,undefined,,5299094016,N/A,602798976,-4557790848,3.926,743049984,1.2641509433962264,1.2449056603773585,32.99,26.5,0.0747,undefined,153588992,USD,United States,5160589824,buy,N/A,undefined,undefined,undefined,Financial Services,Insurance - Specialty,52.33,0.80455
ACRS,"Aclaris Therapeutics, Inc.",2.2,-11.619283582089553,-0.52,18.72,-5.281492537313433,1.2788144,-10.675998087549045,-3.11,40957096,-22053376,127722000,-121632256,1.788,2245000,2.3109243697478994,2.2794117647058822,2.17,0.952,0.040999997,-0.20606972593651596,107019000,USD,United States,249354256,buy,-0.658,-0.03286713286713287,-4.60458189103818,-2.092991768653718,Healthcare,Diagnostics & Research,43.37,0.02789
ACTU,"Actuate Therapeutics, Inc.",7.73,undefined,-1.46,N/A,undefined,28.321169,undefined,N/A,138042048,N/A,13523449,-138041767,0.692,0,1.4029038112522687,1.308529945553539,7.21,5.51,N/A,undefined,19531600,USD,United States,151565216,none,N/A,undefined,undefined,undefined,Healthcare,Biotechnology,39.14,0.18686001
ACTG,Acacia Research Corporation,4.34,undefined,0.58,N/A,undefined,0.7959743,-3.7815811404926456,2.65,123405520,-111746376,410900000,-12651648,4.22,72366000,1.1071428571428572,1.1071428571428572,4.34,3.92,0.0361,-1.1476680887599853,97368200,USD,United States,423551648,none,1.845,0.1975374732334047,undefined,undefined,Industrials,Business Equipment & Supplies,52.05,0.01801
ACVA,ACV Auctions Inc.,21.59,undefined,-0.47,N/A,undefined,7.90736,1178.337531034483,3.71,3488791040,2900000,287752000,-3332433600,1.716,156358000,1.5805270863836016,1.568081991215227,21.42,13.66,0.0556,0.018322424119891833,158276000,USD,United States,3620185600,buy,-62.139,-4.525782957028405,undefined,undefined,Consumer Cyclical,Auto & Truck Dealerships,53.69,0.013710001
ACXP,"Acurx Pharmaceuticals, Inc.",0.7569,7.757708955223882,-1.09,-17.17,10.24931821274129,4.6666665,-2.2657650938675933,N/A,6771706,-6525415,5762564,-8731441,0.341,0,1.1130882352941176,1.0461764705882353,0.7114,0.68,0.0183,-0.3340593435959393,19533700,USD,United States,14494005,none,N/A,undefined,2.3775551939361743,3.1411747839029913,Healthcare,Biotechnology,42.99,0.13194999
ACWI,iShares MSCI ACWI ETF,123.64,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1855403202608112,1.1844376258509923,123.525,104.29,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ADAG,Adagene Inc.,1.81,undefined,-0.72,N/A,undefined,1.3771518,-4.734598726807127,-1.78,22512468,-16924380,95673784,17757176,1.729,20790530,1.103658536585366,1.0548780487804879,1.73,1.64,0.001,-0.38229216549057166,44270800,USD,China,77916608,none,-0.623,-0.03630536130536131,undefined,undefined,Healthcare,Biotechnology,42.36,0.11311
ACWX,iShares MSCI ACWI ex U.S. ETF,55.78,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.1191813804173354,1.120583868378812,55.8499,49.84,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A
ADAP,Adaptimmune Therapeutics plc,0.5765,undefined,-0.17,N/A,undefined,1.8466455,-10.032239258173657,-3.32,775807936,-14704250,186090000,38189616,0.121,74495000,1.0836466165413534,1.056390977443609,0.562,0.532,0.0403,-0.057464737947742116,255883008,USD,United Kingdom,147900384,none,-29.287,-1.7067016317016317,undefined,undefined,Healthcare,Biotechnology,45.12,0.0032300001
ADBE,Adobe Inc.,459.22,206.40416417910453,12.38,11.81,0.44946684416860005,14.387194,25.134186807646042,10.75,198477643776,7953249792,7886000128,-192421654528,18.116,6056000000,1.137386996904025,1.1343653250773993,458.0,403.75,0.0177,18.270732350103376,435300000,USD,United States,200307654656,buy,23.617,0.6821779318313115,304.61673987586533,0.6633350896647909,Technology,Software - Application,61.01,0.00378
